Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.53.01	23.53.01	00.00.00	
02. NEC Harapan	Host is alive	23.52.59	23.52.59	00.00.00	
03. NEC AB	Host is alive	23.53.10	23.48.01	00.05.08	
04. NEC Farnorth	Host is alive	23.53.12	23.48.03	00.05.08	
05. NEC Middle	Host is alive	23.53.12	23.48.03	00.05.08	
06. NEC Lignite	Host is alive	23.53.12	23.48.03	00.05.08	
07. NEC Surya	Host is alive	23.52.59	23.52.59	00.00.00	
08. NEC Bintang	Host is alive	23.52.59	23.52.59	00.00.00	
09. NEC PTH	Host is alive	23.52.59	23.52.59	00.00.00	
10. NEC PNS	Host is alive	23.54.56	23.54.56	00.00.00	
11. NEC LBTT	Host is alive	23.52.59	23.52.59	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.54.56	23.54.56	00.00.00	
12. NEC 15K	Host is alive	23.53.01	23.53.01	00.00.00	
12.1 NEC 15K via MKN	Host is alive	23.55.09	23.54.01	00.01.07	

