Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.59.52	23.59.52	00.00.00	
02. NEC Harapan	Host is alive	23.59.52	23.59.52	00.00.00	
03. NEC AB	Host is alive	23.59.52	23.39.19	00.20.33	
04. NEC Farnorth	Host is alive	23.59.50	23.39.17	00.20.33	
05. NEC Middle	Host is alive	23.59.50	23.39.17	00.20.33	
06. NEC Lignite	Host is alive	23.59.50	23.39.17	00.20.33	
07. NEC Surya	Host is alive	23.59.52	23.59.52	00.00.00	
08. NEC Bintang	Host is alive	23.59.52	23.59.52	00.00.00	
09. NEC PTH	Host is alive	23.59.52	23.59.52	00.00.00	
10. NEC PNS	Host is alive	1 day 00.00.18	1 day 00.00.18	00.00.00	
11. NEC LBTT	Host is alive	23.59.50	23.59.50	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.59.50	23.59.50	00.00.00	
12. NEC 15K	Host is alive	23.59.50	23.59.50	00.00.00	
12.1 NEC 15K via MKN	Host is alive	1 day 00.00.02	23.55.29	00.04.33	
13. NEC M5 -PitJ	Host is alive	23.59.51	23.59.51	00.00.00	
13. NEC PitJ	Host is alive	23.59.45	23.54.37	00.05.08	

