Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.38.48	23.27.34	00.11.13	
02. Switch KPC LBTT	Host is alive	23.43.39	23.42.36	00.01.03	
04. Exalt KPC Pelangi Camp	Host is alive	23.38.55	23.22.36	00.16.19	
05. Switch KPC 15K	Host is alive	23.38.37	23.37.33	00.01.03	
10. Link Metro MKN Jakarta-----!	Host is alive	23.38.40	23.38.40	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.38.38	23.38.38	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.38.39	23.38.39	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.38.38	23.38.38	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.38.39	23.38.39	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.38.38	23.38.38	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.38.38	23.38.38	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.38.38	23.26.41	00.11.57	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.38.38	23.33.34	00.05.04	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.38.37	23.38.37	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.38.37	23.38.37	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	23.38.42	23.38.42	00.00.00	
23. Link TBTS Lignite	Host is alive	23.38.39	23.38.39	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.38.36	23.38.36	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	23.43.29	23.43.29	00.00.00	
28. Link NEC AB-to-BIG	Host is alive	23.34.23	23.34.23	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.34.38	23.34.38	00.00.00	
30. Link NEC AB-to-FN	Host is alive	23.34.13	23.34.13	00.00.00	
31. Link NEC FN-to-AB	Host is alive	23.34.11	23.34.11	00.00.00	
32. Link NEC HT to AB	Host is alive	23.34.12	23.34.12	00.00.00	
33. Link NEC AB to HT	Host is alive	23.34.18	23.34.18	00.00.00	
Genset CH 15000	Host is alive	23.38.40	23.37.39	00.01.00	

