Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.56.42	23.56.42	00.00.00	
02. Switch KPC LBTT	Host is alive	23.52.01	23.31.41	00.20.19	
04. Exalt KPC Pelangi Camp	Host is alive	23.56.54	23.41.39	00.15.14	
05. Switch KPC 15K	Host is alive	23.56.42	23.56.42	00.00.00	
10. Link Metro MKN Jakarta-----!	Host is alive	23.56.43	23.56.43	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.56.41	23.56.41	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.56.41	23.56.41	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.56.41	23.56.41	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.56.41	23.56.41	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.56.41	23.56.41	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.56.41	23.56.41	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.52.09	23.11.38	00.40.30	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.52.15	23.11.43	00.40.31	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.51.58	23.16.37	00.35.21	
21. Link TBTS Inul Middle	Host is alive	23.56.40	23.56.40	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	23.56.45	23.56.45	00.00.00	
23. Link TBTS Lignite	Host is alive	23.56.40	23.56.40	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.56.40	23.56.40	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	23.56.41	23.56.41	00.00.00	
28. Link NEC AB-to-BIG	Host is alive	23.55.38	23.55.38	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.55.52	23.55.52	00.00.00	
30. Link NEC AB-to-FN	Host is alive	23.55.30	23.55.30	00.00.00	
31. Link NEC FN-to-AB	Host is alive	23.55.42	23.55.42	00.00.00	
32. Link NEC HT to AB	Host is alive	23.55.46	23.55.46	00.00.00	
33. Link NEC AB to HT	Host is alive	23.55.40	23.55.40	00.00.00	
Genset CH 15000	Host is alive	23.56.42	23.56.42	00.00.00	

