Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.55.43	23.40.01	00.15.41	
02. Switch KPC LBTT	Host is alive	23.55.37	23.19.34	00.36.02	
04. Exalt KPC Pelangi Camp	Host is alive	23.55.43	23.34.54	00.20.48	
05. Switch KPC 15K	Host is alive	23.55.43	23.29.54	00.25.48	
10. Link Metro MKN Jakarta-----!	Host is alive	23.55.42	23.55.42	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.55.43	23.55.43	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.55.43	23.55.43	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.55.43	23.55.43	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.55.43	23.55.43	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.55.41	23.39.56	00.15.44	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.55.41	23.38.09	00.17.31	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.55.41	22.52.47	01.02.53	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.55.41	23.08.22	00.47.18	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.55.41	23.08.22	00.47.18	
21. Link TBTS Inul Middle	Host is alive	23.55.43	23.41.53	00.13.49	
22. Link TBTS Galaxy ( switch )	Host is alive	23.55.29	23.44.32	00.10.56	
23. Link TBTS Lignite	Host is alive	23.55.43	23.41.53	00.13.49	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.55.41	23.41.51	00.13.49	
27. Link Backup Nokia Middle toLignite	Host is alive	23.55.41	23.41.51	00.13.49	
28. Link NEC AB-to-BIG	Host is alive	23.58.35	23.55.29	00.03.05	
29. Link NEC BINTANG-to-AB	Host is alive	23.58.41	23.55.35	00.03.05	
30. Link NEC AB-to-FN	Host is alive	23.58.39	23.55.37	00.03.01	
31. Link NEC FN-to-AB	Host is alive	23.58.34	23.39.48	00.18.45	
32. Link NEC HT to AB	Host is alive	23.58.36	23.58.36	00.00.00	
33. Link NEC AB to HT	Host is alive	23.58.37	23.55.17	00.03.19	
Genset CH 15000	Host is alive	23.55.43	23.43.46	00.11.56	

