Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00:02:27	1 day 00:02:27	00:00:00	
2. Link Surya to M5	Host is alive	1 day 00:02:27	1 day 00:02:27	00:00:00	
3. Link Surya to New AB	Host is alive	1 day 00:02:30	1 day 00:02:30	00:00:00	
4. Link New AB to Surya	Host is alive	1 day 00:02:34	1 day 00:02:34	00:00:00	
5. Link New AB to Farnorth	Host is alive	22:47:28	22:35:36	00:11:52	
6. Link Farnorth to New AB	Host is alive	22:52:32	22:40:30	00:12:01	
7. Farnorth to Mega Shop	Host is alive	23:12:29	23:00:28	00:12:01	
8. Mega Shop to Farnorth	No answer	23:12:24	00:00:00	23:12:24	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:02:27	1 day 00:02:27	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:02:27	1 day 00:02:27	00:00:00	

