Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:37	23:55:37	00:00:00	
2. Link Surya to M5	Host is alive	23:55:38	23:55:38	00:00:00	
3. Link Surya to New AB	Host is alive	23:55:39	23:55:39	00:00:00	
4. Link New AB to Surya	Host is alive	23:55:34	23:55:34	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:55:36	23:55:36	00:00:00	
6. Link Farnorth to New AB	Host is alive	1 day 00:00:27	1 day 00:00:27	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:21	1 day 00:00:21	00:00:00	
8. Mega Shop to Farnorth	No answer	1 day 00:04:27	03:30:03	20:34:23	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:00:24	1 day 00:00:24	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:00:24	1 day 00:00:24	00:00:00	

