Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:56:15	23:51:07	00:05:07	
2. Link Surya to M5	Host is alive	23:56:04	23:50:56	00:05:07	
3. Link Surya to New AB	Host is alive	23:55:54	23:55:54	00:00:00	
4. Link New AB to Surya	Host is alive	23:55:51	23:55:51	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:55:52	23:55:52	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:51:44	23:51:44	00:00:00	
7. Farnorth to Mega Shop	Host is alive	23:52:35	23:52:35	00:00:00	
8. Mega Shop to Farnorth	No answer	1 day 00:09:39	00:00:00	1 day 00:09:39	
9. Link Liebherr Office To Surya	Host is alive	23:51:46	23:51:46	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:51:46	23:51:46	00:00:00	

