Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:02	23:55:02	00:00:00	
2. Link Surya to M5	Host is alive	23:55:02	23:55:02	00:00:00	
3. Link Surya to New AB	Host is alive	23:55:05	23:55:05	00:00:00	
4. Link New AB to Surya	Host is alive	23:54:56	23:49:48	00:05:08	
5. Link New AB to Farnorth	Host is alive	23:54:57	21:11:24	02:43:33	
6. Link Farnorth to New AB	Host is alive	23:49:53	20:46:20	03:03:32	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:04	20:36:34	03:23:29	
8. Mega Shop to Farnorth	No answer	1 day 00:00:20	00:00:00	1 day 00:00:20	
9. Link Liebherr Office To Surya	Host is alive	23:50:01	23:50:01	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:50:01	23:50:01	00:00:00	

