Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:57:23	23:57:23	00:00:00	
2. Link Surya to M5	Host is alive	23:57:19	23:57:19	00:00:00	
3. Link Surya to New AB	Host is alive	23:56:55	23:56:55	00:00:00	
4. Link New AB to Surya	Host is alive	23:57:05	23:51:57	00:05:07	
5. Link New AB to Farnorth	Host is alive	23:57:26	23:52:18	00:05:07	
6. Link Farnorth to New AB	Host is alive	1 day 00:02:26	23:52:18	00:10:07	
7. Farnorth to Mega Shop	Host is alive	1 day 00:02:49	1 day 00:02:49	00:00:00	
8. Mega Shop to Farnorth	No answer	23:59:07	00:00:00	23:59:07	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:02:25	1 day 00:02:25	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:02:25	1 day 00:02:25	00:00:00	

