Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:32	23:55:32	00:00:00	
2. Link Surya to M5	Host is alive	23:55:32	23:55:32	00:00:00	
3. Link Surya to New AB	Host is alive	23:55:31	23:55:31	00:00:00	
4. Link New AB to Surya	Host is alive	23:55:31	23:55:31	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:55:31	23:55:31	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:50:31	23:50:31	00:00:00	
7. Farnorth to Mega Shop	Host is alive	23:30:27	23:30:27	00:00:00	
8. Mega Shop to Farnorth	Host is alive	23:30:26	23:30:26	00:00:00	
9. Link Liebherr Office To Surya	Host is alive	23:50:31	23:50:31	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:50:31	23:50:31	00:00:00	

