Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:35	23:55:35	00:00:00	
2. Link Surya to M5	Host is alive	23:55:36	23:55:36	00:00:00	
3. Link Surya to New AB	Host is alive	23:55:35	23:55:35	00:00:00	
4. Link New AB to Surya	Host is alive	23:55:44	23:50:36	00:05:07	
5. Link New AB to Farnorth	Host is alive	23:55:44	23:50:36	00:05:07	
6. Link Farnorth to New AB	Host is alive	1 day 00:00:32	1 day 00:00:32	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:26	1 day 00:00:26	00:00:00	
8. Mega Shop to Farnorth	Host is alive	1 day 00:00:28	1 day 00:00:28	00:00:00	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:00:32	1 day 00:00:32	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:00:32	1 day 00:00:32	00:00:00	

