Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC LINK\
01. Node Pit B bengalon	Host is alive	23.57.42	23.47.31	00.10.10	
02. Switch KPC LBTT	Host is alive	23.57.46	23.57.46	00.00.00	
04. Exalt KPC Pelangi Camp	Host is alive	23.57.47	23.57.47	00.00.00	
05. Switch KPC 15K	Host is alive	23.57.45	23.47.35	00.10.10	
22. Link TBTS Galaxy ( switch )	Host is alive	23.57.46	23.57.46	00.00.00	
Accurate Server	Host is alive	23.57.51	23.57.51	00.00.00	
Exalt CH15000 (arah CH22)	Host is alive	23.57.33	23.47.27	00.10.06	
Exalt CH15000 (arah Explor)	Host is alive	23.57.29	23.52.26	00.05.03	
Exalt CH15000 (arah Pelangi)	Host is alive	23.57.33	23.57.33	00.00.00	
Exalt CH15000 (arah Pos 14)	Host is alive	23.57.31	23.42.21	00.15.09	
Genset CH 15000	Host is alive	23.57.47	23.57.47	00.00.00	

