Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC LINK\
01. Node Pit B bengalon	Host is alive	23.58.40	23.33.14	00.25.26	
02. Switch KPC LBTT	Host is alive	23.58.57	23.58.57	00.00.00	
04. Exalt KPC Pelangi Camp	Host is alive	23.58.40	23.33.14	00.25.26	
05. Switch KPC 15K	Host is alive	23.58.31	23.43.17	00.15.14	
22. Link TBTS Galaxy ( switch )	Host is alive	23.58.56	23.58.56	00.00.00	
Exalt CH15000 (arah CH22)	Host is alive	23.58.32	23.48.26	00.10.06	
Exalt CH15000 (arah Explor)	Host is alive	23.58.30	23.38.17	00.20.12	
Exalt CH15000 (arah Pelangi)	Host is alive	23.58.35	23.28.16	00.30.19	
Exalt CH15000 (arah Pos 14)	Host is alive	23.58.30	23.38.17	00.20.12	
Genset CH 15000	Host is alive	23.58.41	23.58.41	00.00.00	

