Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC LINK\
01. Node Pit B bengalon	Host is alive	23.53.02	23.32.40	00.20.21	
02. Switch KPC LBTT	Host is alive	23.52.37	23.52.37	00.00.00	
04. Exalt KPC Pelangi Camp	Host is alive	23.53.05	23.32.43	00.20.21	
05. Switch KPC 15K	Host is alive	23.52.59	23.27.32	00.25.26	
22. Link TBTS Galaxy ( switch )	Host is alive	23.52.41	23.52.41	00.00.00	
Accurate Server	Host is alive	23.52.55	23.52.55	00.00.00	
Exalt CH15000 (arah CH22)	Host is alive	23.52.59	23.17.35	00.35.24	
Exalt CH15000 (arah Explor)	Host is alive	23.52.52	23.27.35	00.25.17	
Exalt CH15000 (arah Pelangi)	Host is alive	23.52.47	23.37.37	00.15.09	
Exalt CH15000 (arah Pos 14)	Host is alive	23.52.42	23.47.39	00.05.03	
Genset CH 15000	Host is alive	23.52.45	23.52.45	00.00.00	

