Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
02. Switch KPC LBTT	Host is alive	23:52:52	23:27:28	00:25:24	
04. Exalt KPC Pelangi Camp	Host is alive	23:52:58	23:52:58	00:00:00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23:53:30	23:53:30	00:00:00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23:53:24	23:53:24	00:00:00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	1 day 00:20:38	1 day 00:20:38	00:00:00	
14. ALU AB                      Oncall Telco SGT	Host is alive	23:53:19	23:53:19	00:00:00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23:53:22	23:53:22	00:00:00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23:53:23	23:53:23	00:00:00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23:55:26	23:53:29	00:01:57	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23:53:19	23:53:19	00:00:00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23:53:16	23:53:16	00:00:00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23:56:46	23:00:18	00:56:28	
21. Link TBTS Inul Middle	Host is alive	23:53:35	21:31:42	02:21:53	
22. Link TBTS Galaxy	Host is alive	23:53:25	23:53:25	00:00:00	
23. Link TBTS Lignite	Host is alive	23:53:28	23:53:28	00:00:00	
24. ALU PTH to LBTT   Oncall Telco SGT	Host is alive	23:56:49	23:05:33	00:51:15	
25. ALU Bintang to AB   Oncall Telco SGT	Host is alive	23:53:20	23:53:20	00:00:00	
Genset CH 15000	Host is alive	23:55:20	23:55:20	00:00:00	

