Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.57.44	23.52.43	00.05.01	
10. Link Liebherr Office To Surya	Host is alive	1 day 00.01.16	23.51.07	00.10.08	
2. Link Surya to M5	Host is alive	23.57.44	23.52.43	00.05.01	
3. Link Surya to New AB	Host is alive	23.57.44	23.52.43	00.05.01	
4. Link New AB to Surya	Host is alive	23.57.44	23.52.43	00.05.01	
5. Link New AB to Farnorth	Host is alive	23.57.44	23.52.43	00.05.01	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.19	23.51.11	00.10.07	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.23	1 day 00.00.23	00.00.00	
8. Mega Shop to Farnorth	No answer	23.34.45	02.00.02	21.34.43	
9. Link Surya To Liebherr Office	Host is alive	1 day 00.01.16	23.51.07	00.10.08	

