Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	1 day 00.01.28	23.56.23	00.05.04	
04. Exalt KPC Pelangi Camp	Host is alive	1 day 00.01.35	1 day 00.01.35	00.00.00	
05. Switch KPC 15K	Host is alive	1 day 00.01.31	1 day 00.01.31	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	1 day 00.01.35	1 day 00.01.35	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	1 day 00.01.33	23.08.10	00.53.23	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	1 day 00.01.33	23.08.11	00.53.22	
14. ALU AB                      Oncall Telco SGT	Host is alive	1 day 00.01.31	1 day 00.01.31	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	1 day 00.01.35	1 day 00.01.35	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	1 day 00.01.17	23.52.14	00.09.03	
17. ALU P11                    Oncall Telco SGT	Host is alive	1 day 00.01.17	23.52.14	00.09.03	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	1 day 00.01.29	1 day 00.01.29	00.00.00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	1 day 00.01.29	1 day 00.01.29	00.00.00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	1 day 00.01.26	1 day 00.01.26	00.00.00	
21. Link TBTS Inul Middle	Host is alive	1 day 00.01.33	1 day 00.01.33	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	1 day 00.01.34	23.56.26	00.05.08	
23. Link TBTS Lignite	Host is alive	1 day 00.01.29	1 day 00.01.29	00.00.00	
24. ALU PTH to LBTT   Oncall Telco SGT	Host is alive	1 day 00.01.22	1 day 00.01.22	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	1 day 00.01.34	1 day 00.01.34	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	1 day 00.01.30	1 day 00.01.30	00.00.00	
Genset CH 15000	Host is alive	1 day 00.01.33	1 day 00.01.33	00.00.00	

