Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23:51:45	23:31:23	00:20:21	
04. Exalt KPC Pelangi Camp	Host is alive	23:52:01	23:31:40	00:20:21	
05. Switch KPC 15K	Host is alive	23:51:49	23:31:27	00:20:21	
11. ALU M5                      Oncall Telco SGT	Host is alive	23:51:52	23:36:26	00:15:25	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23:51:52	23:36:26	00:15:25	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23:52:12	23:26:30	00:25:42	
14. ALU AB                      Oncall Telco SGT	Host is alive	23:51:52	23:36:26	00:15:25	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23:51:52	23:36:26	00:15:25	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23:51:52	23:36:26	00:15:25	
17. ALU P11                    Oncall Telco SGT	Host is alive	23:51:54	23:36:26	00:15:27	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23:51:54	23:36:26	00:15:27	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23:51:53	23:36:26	00:15:26	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23:51:54	23:36:28	00:15:25	
21. Link TBTS Inul Middle	Host is alive	23:51:51	23:36:25	00:15:25	
22. Link TBTS Galaxy ( switch )	Host is alive	23:51:52	23:36:26	00:15:25	
23. Link TBTS Lignite	Host is alive	23:51:55	23:36:29	00:15:25	
24. ALU PTH to LBTT   Oncall Telco SGT	Host is alive	23:53:23	22:46:42	01:06:41	
25. ALU AB to Bintang   Oncall Telco SGT	Host is alive	23:52:35	23:16:36	00:35:58	
26. Link Backup Nokia Lignite to Middle	Host is alive	23:51:55	23:36:27	00:15:27	
27. Link Backup Nokia Middle toLignite	Host is alive	23:51:56	23:36:30	00:15:25	
Genset CH 15000	Host is alive	23:52:02	23:31:28	00:20:33	

