Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:30:32	23:30:32	00:00:00	
2. Link Surya to M5	Host is alive	23:30:32	23:30:32	00:00:00	
3. Link Surya to New AB	Host is alive	23:30:30	23:30:30	00:00:00	
4. Link New AB to Surya	Host is alive	23:25:34	23:25:34	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:25:34	23:25:34	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:40:24	23:40:24	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:30	23:30:24	00:30:06	
8. Mega Shop to Farnorth	Host is alive	1 day 00:00:51	22:00:25	02:00:25	
9. Link Liebherr Office To Surya	Host is alive	23:40:26	23:40:26	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:40:26	23:40:26	00:00:00	

