Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:02	23:55:02	00:00:00	
2. Link Surya to M5	Host is alive	23:54:54	23:54:54	00:00:00	
3. Link Surya to New AB	Host is alive	23:54:55	23:54:55	00:00:00	
4. Link New AB to Surya	Host is alive	23:54:08	23:54:08	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:54:08	23:54:08	00:00:00	
6. Link Farnorth to New AB	Host is alive	1 day 00:00:58	1 day 00:00:58	00:00:00	
7. Farnorth to Mega Shop	Host is alive	23:59:52	23:59:52	00:00:00	
8. Mega Shop to Farnorth	No answer	1 day 00:01:57	00:00:00	1 day 00:01:57	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:01:19	1 day 00:01:19	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:01:21	1 day 00:01:21	00:00:00	

