Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	16.15.29	16.15.29	00.00.00	
2. Link Surya to M5	Host is alive	16.15.29	16.15.29	00.00.00	
3. Link Surya to New AB	Host is alive	16.15.33	16.15.33	00.00.00	
4. Link New AB to Surya	Host is alive	16.15.33	16.15.33	00.00.00	
5. Link New AB to Farnorth	Host is alive	16.15.33	16.15.33	00.00.00	
6. Link Farnorth to New AB	Host is alive	16.20.28	16.20.28	00.00.00	
7. Farnorth to Mega Shop	Host is alive	16.00.21	16.00.21	00.00.00	
8. Mega Shop to Farnorth	No answer	16.02.38	05.00.06	11.02.32	
9. Link Liebherr Office To Surya	Host is alive	16.20.31	16.20.31	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	16.20.31	16.20.31	00.00.00	

