Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00.03.06	1 day 00.03.06	00.00.00	
2. Link Surya to M5	Host is alive	1 day 00.03.07	1 day 00.03.07	00.00.00	
3. Link Surya to New AB	Host is alive	1 day 00.03.04	1 day 00.03.04	00.00.00	
4. Link New AB to Surya	Host is alive	1 day 00.03.04	1 day 00.03.04	00.00.00	
5. Link New AB to Farnorth	Host is alive	1 day 00.03.04	1 day 00.03.04	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.58.24	23.58.24	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.08.35	1 day 00.08.35	00.00.00	
8. Mega Shop to Farnorth	No answer	23.59.48	03.30.02	20.29.45	
9. Link Liebherr Office To Surya	Host is alive	23.58.24	23.58.24	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.58.26	23.58.26	00.00.00	

