Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
02. Switch KPC LBTT	Host is alive	23:57:03	23:57:03	00:00:00	
04. Exalt KPC Pelangi Camp	Host is alive	23:57:35	21:02:44	02:54:51	
11. ALU M5                      Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23:57:39	23:57:39	00:00:00	
14. ALU AB                      Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23:57:05	23:57:05	00:00:00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23:57:04	23:57:04	00:00:00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23:57:04	23:57:04	00:00:00	
21. Link TBTS Inul Middle	Host is alive	23:56:32	23:56:32	00:00:00	
22. Link TBTS Galaxy	Host is alive	23:57:03	23:57:03	00:00:00	
23. Link TBTS Lignite	Host is alive	23:57:03	23:57:03	00:00:00	
24. ALU PTH to LBTT   Oncall Telco SGT	Host is alive	23:57:02	23:57:02	00:00:00	
25. ALU Bintang to AB   Oncall Telco SGT	Host is alive	23:57:04	23:57:04	00:00:00	
Genset CH 15000	Host is alive	23:56:22	23:56:22	00:00:00	

