Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:58:46	23:53:46	00:05:00	
2. Link Surya to M5	Host is alive	23:58:45	23:53:44	00:05:00	
3. Link Surya to New AB	Host is alive	23:58:44	23:53:43	00:05:00	
4. Link New AB to Surya	Host is alive	23:58:45	23:53:44	00:05:00	
5. Link New AB to Farnorth	Host is alive	23:58:44	23:53:43	00:05:00	
6. Link Farnorth to New AB	Host is alive	23:58:52	23:58:52	00:00:00	
7. Farnorth to Mega Shop	Host is alive	23:49:12	23:49:12	00:00:00	
8. Mega Shop to Farnorth	No answer	1 day 00:07:17	00:00:00	1 day 00:07:17	
9. Link Liebherr Office To Surya	Host is alive	23:58:48	23:58:48	00:00:00	
9. Link Surya To Liebherr Office	Host is alive	23:58:48	23:58:48	00:00:00	

