Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
12.1 NEC 15K via MKN	Host is alive	23.59.22	23.59.22	00.00.00	
12. NEC 15K	Host is alive	23.58.00	23.58.00	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.58.24	23.58.24	00.00.00	
11. NEC LBTT	Host is alive	23.58.00	23.58.00	00.00.00	
10. NEC PNS	Host is alive	23.59.20	23.59.20	00.00.00	
09. NEC PTH	Host is alive	23.58.01	23.58.01	00.00.00	
08. NEC Bintang	Host is alive	23.58.10	23.53.01	00.05.08	
07. NEC Surya	Host is alive	23.57.59	23.57.59	00.00.00	
06. NEC Lignite	Host is alive	23.58.09	23.53.00	00.05.08	
05. NEC Middle	Host is alive	23.58.09	23.53.00	00.05.08	
04. NEC Farnorth	Host is alive	23.58.09	23.53.00	00.05.08	
03. NEC AB	Host is alive	23.58.10	23.53.01	00.05.08	
02. NEC Harapan	Host is alive	23.58.01	23.58.01	00.00.00	
01. NEC M5	Host is alive	23.57.59	23.57.59	00.00.00	

