Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.53.26	23.53.26	00.00.00	
02. NEC Harapan	Host is alive	23.53.19	23.53.19	00.00.00	
03. NEC AB	Host is alive	23.53.14	23.53.14	00.00.00	
04. NEC Farnorth	Host is alive	23.53.15	23.53.15	00.00.00	
05. NEC Middle	Host is alive	23.53.14	23.53.14	00.00.00	
06. NEC Lignite	Host is alive	23.53.14	23.53.14	00.00.00	
07. NEC Surya	Host is alive	23.53.18	23.53.18	00.00.00	
08. NEC Bintang	Host is alive	23.53.13	23.53.13	00.00.00	
09. NEC PTH	Host is alive	23.53.25	23.53.25	00.00.00	
10. NEC PNS	Host is alive	23.54.27	23.54.27	00.00.00	
11. NEC LBTT	Host is alive	23.53.15	23.53.15	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.55.21	23.50.50	00.04.31	
12. NEC 15K	Host is alive	23.53.15	23.53.15	00.00.00	
12.1 NEC 15K via MKN	Host is alive	23.55.19	22.08.26	01.46.53	

