Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	08:00:08	08:00:08	00:00:00	
2. Link Surya to M5	Host is alive	07:55:07	07:55:07	00:00:00	
3. Link Surya to New AB	Host is alive	07:55:07	07:55:07	00:00:00	
4. Link New AB to Surya	Host is alive	07:55:09	07:55:09	00:00:00	
5. Link New AB to Farnorth	Host is alive	07:55:07	07:55:07	00:00:00	
6. Link Farnorth to New AB	Host is alive	07:50:05	07:50:05	00:00:00	
7. Farnorth to Mega Shop	Host is alive	08:00:05	08:00:05	00:00:00	
8. Mega Shop to Farnorth	Host is alive	08:00:18	07:00:05	01:00:12	
9. Link Liebherr Office To Surya	Host is alive	07:50:05	07:50:05	00:00:00	
9. Link Surya To Liebherr Office	Host is alive	07:50:05	07:50:05	00:00:00	

