Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:58:57	23:58:57	00:00:00	
2. Link Surya to M5	Host is alive	23:58:35	23:58:35	00:00:00	
3. Link Surya to New AB	Host is alive	23:58:35	23:58:35	00:00:00	
4. Link New AB to Surya	Host is alive	23:58:32	23:58:32	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:58:30	23:58:30	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:52:16	23:52:16	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:01:25	1 day 00:01:25	00:00:00	
8. Mega Shop to Farnorth	Host is alive	23:57:02	22:26:43	01:30:19	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:01:12	1 day 00:01:12	00:00:00	
9. Link Surya To Liebherr Office	Host is alive	23:52:09	23:52:09	00:00:00	

