Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:56:06	23:56:06	00:00:00	
2. Link Surya to M5	Host is alive	23:56:08	23:56:08	00:00:00	
3. Link Surya to New AB	Host is alive	23:56:12	23:56:12	00:00:00	
4. Link New AB to Surya	Host is alive	23:56:12	23:56:12	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:56:12	23:56:12	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:50:22	23:50:22	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:47	1 day 00:00:47	00:00:00	
8. Mega Shop to Farnorth	Host is alive	1 day 00:01:15	19:30:17	04:30:58	
9. Link Liebherr Office To Surya	Host is alive	23:50:44	23:30:29	00:20:15	
9. Link Surya To Liebherr Office	Host is alive	23:50:21	23:50:21	00:00:00	

