Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	05.20.38	05.20.38	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	05.20.22	05.20.22	00.00.00	
2. Link Surya to M5	Host is alive	05.20.38	05.20.38	00.00.00	
3. Link Surya to New AB	Host is alive	05.20.38	05.20.38	00.00.00	
4. Link New AB to Surya	Host is alive	05.20.38	05.20.38	00.00.00	
5. Link New AB to Farnorth	Host is alive	05.20.38	05.20.38	00.00.00	
6. Link Farnorth to New AB	Host is alive	05.20.17	05.20.17	00.00.00	
7. Farnorth to Mega Shop	Host is alive	05.30.03	05.30.03	00.00.00	
8. Mega Shop to Farnorth	No answer	05.30.46	03.00.11	02.30.34	
9. Link Surya To Liebherr Office	Host is alive	05.20.20	05.20.20	00.00.00	

