Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00.01.16	1 day 00.01.16	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	1 day 00.01.56	1 day 00.01.56	00.00.00	
2. Link Surya to M5	Host is alive	1 day 00.01.16	1 day 00.01.16	00.00.00	
3. Link Surya to New AB	Host is alive	1 day 00.01.27	1 day 00.01.27	00.00.00	
4. Link New AB to Surya	Host is alive	1 day 00.01.30	1 day 00.01.30	00.00.00	
5. Link New AB to Farnorth	Host is alive	1 day 00.01.27	1 day 00.01.27	00.00.00	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.59	1 day 00.01.59	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.02.15	23.32.11	00.30.04	
8. Mega Shop to Farnorth	No answer	23.30.31	00.30.00	23.00.30	
9. Link Surya To Liebherr Office	Host is alive	1 day 00.01.56	1 day 00.01.56	00.00.00	

